17573869d463c4c628c4edb3e44e65f9d48a598d;2;1
359826434371d039ac180dffcc8c9d469ee9ad00;2;3
1139280937f57afa00aa6a6e7ab0ea0cf41cdca4;2;2
11132121c73808303c9250fa5c29d7fd00f2ce41;2;2
24963224ac8465148761062308ec5feb2e5a246f;2;1
43454517e69d40e9afc2aa7af31a18e0cabb260;1;1
42802488fc69a2d076e1d7d63858960f66784c7;1;2
6008796b033cee28a9cd21365b5d4be32b867d;2;1
77829920173f6aac117c822bb8524a3b78d27608;2;3
1678156774a1e1de499141af0802e3ffa32d5a44;2;3
39655432c7f9c3f77447511086b64ea127b989c;2;2
48115937a828bbf3503b76337eebc75a41414753;2;2
31137901ee2a1dabda0b327f1755c0f74ad90b2d;2;2
1567520690153d17f4fd233a6478c9390d415427;1;2
93920959a25a34de39a91a9a5a71493d7e33d0d;2;3
631708664ca23c81fd791698d900923e8f78f22c;1;2
1013310a26ab337542cc59fed382fbbbaa6918a;1;3
1280891f8dfe572070bf22b0730295bdc1cfd24;2;2
2644979938470c14385c6c702dc7dcc8d7fc44e;1;2
22222862d16ecbd2b8db84b779a4dd58712db532;1;2
14548760300a4b64c646c2280ec1c02f82653014c;1;3
130151240853f35721c8afc15e8fab4f4ff4fc5;2;2
109728825e73cc16afa083efdcc4325cbc50bb277;1;3
2545672fcfe67b044d07ce0cff6e07a10c8bb1a;1;2
60828690cab391565434e4c2f771cbe10319b3ac;1;3
8804664fa540b5934792c427167e3ca52803d4;1;3
318771acf4e8512651c5eeca47cbf2e9e7c21d;1;3
360194410ddd52514a12b31690ddf8f6c9218485;1;3
7439565bb6feed2fc278c1cc8d4166b84aec7e;2;2
727126dc969d16c44a5d421b477e3d0d6f69c8;1;3
2119057120e256b6970ba0a5740effecc1a4bef;1;2
13339842d28248b7fc8f2fe97f0d6efb6f6a0739;2;2
31084072b8b51452baf47b4f3b81f0af7c0f42ab;2;3
60296719180f4b37bfcc878888fe648bdf3f2c6;1;3
14929913012bd52bcf42d3f00933112d99a29151;2;2
39263764dbf0b8a659579a4c6582dd9809e203a5;2;2
786353389d7b71c3209f979b88418a6c567a3fb;1;2
447152689a63394de767aaf6818daa7a1c2e6b2;1;2
5179215c339e436766e43d7d118bf1913524d3;1;2
1433853d5686ec9660c1a9985bd0428b730d7e2;2;3
